samples,Sample008,Sample009,Sample012,Sample014,Sample015,Sample016,Sample019,Sample030,Sample031,Sample032,Sample033,Sample034,Sample036,Sample037,Sample042,Sample043,Sample044,Sample045,Sample053,Sample054,Sample056,Sample063,Sample066,Sample068,Sample069,Sample074,Sample075,Sample081,Sample083,Sample093,Sample098,Sample001,Sample002,Sample003,Sample006,Sample007,Sample018,Sample020,Sample021,Sample022,Sample024,Sample025,Sample028,Sample057,Sample058,Sample064,Sample073,Sample076,Sample078,Sample079,Sample082,Sample084,Sample085,Sample086,Sample087,Sample088,Sample089,Sample091,Sample092,Sample094,Sample096,Sample097,Sample099,Sample100,Sample004,Sample005,Sample010,Sample013,Sample017,Sample026,Sample029,Sample035,Sample038,Sample039,Sample041,Sample046,Sample047,Sample048,Sample049,Sample050,Sample051,Sample055,Sample059,Sample060,Sample061,Sample062,Sample065,Sample067,Sample071,Sample072,Sample077,Sample080,Sample090,Sample095
408.2115__217.07,21865025,11882480,8461146,6388362,10350737,13207009,7261304,11999380,9785839,5978289,19767111,11028955,11375070,10114290,15687432,9071915,9722209,10184338,19072861,12057511,7635396,11759814,4431428,10054580,11360675,10467587,11620116,18187134,6673563,6914913,4546165,6860968,15782006,16671145,15656739,7631538,16632341,22920054,10050666,14418277,16351113,13460935,4831338,13567634,20533744,9451957,9173267,7615784,7496318,10921249,10292288,7350059,12445519,5801758,12019416,13237377,16066363,7093689,8409123,8893544,9632834,12215456,10880450,6486468,11553932,13132445,7501067,9636173,16998446,10596261,8691493,8260752,5531709,8801371,9838691,19033432,6614320,6835988,9689566,13554380,10443115,7574864,15012140,7582153,14820211,16300751,10749667,13650107,12316513,11668810,6916634,7342709,13637571,10683001
492.5968__38.8,9134849,7896285,8102595,9158834,5621241,9246520,7848191,9772450,6473189,7814035,6548282,7220462,8319541,12224386,8700571,9042332,8657449,9021905,7985133,8549681,11184683,9382956,8825803,9522951,9081253,8796044,9111983,7522176,8858971,8779961,10711025,8630775,8506579,7834187,9274642,10555942,9598369,9363973,7735830,9311167,7421926,6927837,7385685,11980566,7668261,7218347,11298415,8845688,9343362,9407344,8085460,9610389,7648878,8104409,9639033,7978665,8622286,8388459,8725864,7810276,9772857,7759962,8301624,8873224,9092994,10878666,8900554,7896212,9390245,6043192,9299550,7631703,9182110,10263532,7947094,7107767,5430759,8636661,6915622,5971434,10209981,10089459,8346724,11088047,8812322,5190000,9580343,9219291,9462725,8865374,9488224,9745728,9731037,8737830
509.2759__242.54,3341269,3405626,1294509,3743088,3631409,5788305,1897499,4394210,2937211,5061231,2011258,2083361,2477924,3290641,1907963,2173804,3107924,2378872,5357134,2888049,2977022,4474771,937912,2030581,1973507,1959991,1505300,3108686,3406246,1487213,5227485,1113318,3665975,5225248,1767506,2543730,2888245,4398163,4645536,4992039,3763600,3416017,1958555,3999431,11498629,1487155,2577672,187582.4,1474524,3832152,4118361,1867683,2250432,1344226,1728816,2222183,7483673,3666258,3232365,3056225,1449765,4765996,2143514,3296204,1493453,2112350,2664064,2922244,187582.4,3545062,5707698,2378781,3388995,4058910,2168906,2911189,3623220,1182774,3951359,2835335,4164452,1271601,2465688,3272850,3058101,1342864,5453103,3358310,3443154,1390807,1438795,1669322,2653960,3187795
389.9516__164.22,10716212,9127302,3236288,4150421,7339337,5407551,4130770,7322921,3765930,7231079,6703174,3420351,5374190,5439978,3648007,4371291,4859893,1191700,1735975,4238444,3775890,5163771,2756231,2975174,5298085,5905290,5773380,4814595,3132308,5927273,5715323,6528774,8828592,3781328,5610946,7594171,5393453,1516091,5988103,5860895,1328794,5252181,3826357,4130713,5872868,3883005,3676291,1204922,5085686,10161670,4319539,3505585,9509854,3064508,2345671,5544498,3507276,6324486,5740869,2530485,8953237,7703476,4272544,6971437,5823818,7606176,4188385,2433906,4197795,3455888,3515954,6055693,2266904,6696715,10242814,7418655,2446656,2088663,4390606,4094501,3220714,3172871,934228,3015400,1900939,6143154,6223612,5416043,2962742,4424304,5286234,4126522,4525763,2440406
509.2891__431.4,5984079,7279107,5705280,6187290,5769060,7012342,6316184,6026801,5390125,4900260,7792491,8265870,4473631,5892141,7368611,5493681,6194942,4564810,7462432,6066312,6147065,7735675,6383988,5957435,6239587,5379685,8990478,4376912,8059173,7538705,7651107,6655355,7332068,23543463,4251166,6160313,7637778,8238937,7662247,7715624,6737825,5922805,5527254,5358306,6780649,5630963,5810327,7676344,7873423,12545770,5671752,5802340,4957486,5705789,6122169,10434321,4129735,7129991,6638537,7586991,6903659,8364978,7618901,8987476,6756946,6818428,6433024,8271441,8755004,4366565,5676300,5987826,7194212,6026593,5337883,8939042,4106455,8747238,7571464,9617809,7377560,6467480,7500869,6130366,6608130,6059673,6392210,6419065,6157615,5639057,7232090,8827217,5656787,7837269
509.2946__283.79,2237565,3469163,2559523,935597,883862,3019541,2563965,6885537,1725762,2757601,3004405,6108044,3325207,5532903,2729820,2652093,4200993,4015615,7965746,2359688,4267698,1344322,3714913,3082389,4234670,1866053,2906306,4988406,1782333,2080214,1432663,1597578,2442061,3184261,1336828,2970323,2483761,2894813,1493992,3079141,1487483,2944382,2026781,3351954,5521260,2931983,2784402,1811243,2320161,3615502,2680987,3384236,3384636,176772.4,2292409,2968677,961710,2615350,3518385,3796081,176772.4,1649836,1786282,2577205,2058563,2722990,2303053,2983119,1949773,3948781,2368013,4233463,2445200,2290401,2417217,2542397,176772.4,1822447,2715965,5288930,4450430,1973297,3651425,1865030,3905775,176772.4,1299994,2855042,2539314,3377440,1446144,2675050,2402507,2616960
408.284__263.73,682657,4187200,134409.4,134409.4,1149261,2764222,978005,3334179,1565275,1256715,1485320,7018783,21658350,1679480,5581806,15817942,134409.4,924933,33159297,2266738,8914428,2878503,169867707,1315302,29791838,1284013,1598154,1761769,2258876,945465,9706672,1235538,2031830,4027435,11079029,3315199,2478704,11448081,2177535,1818980,2372588,134409.4,51801110,13591212,1224616,12100559,1237663,134409.4,1599028,2522911,10519410,7044345,134409.4,3335577,134409.4,2224113,134409.4,1895285,2040129,134409.4,140886809,28040295,21227074,7021791,3682390,6335277,2735745,1280324,14652054,8996613,2227734,847623,1426099,5119187,2488603,7827690,22706423,1777765,672047,1833691,1540648,7073932,2698266,1249638,2137098,180318242,12655965,1276501,5676666,11079926,7655533,2101698,1895016,111317066
509.331__865.22,14385025,13474457,8053670,9454739,8033817,15152832,8978477,8804922,7126368,9828511,13075388,10105325,23710420,16914288,10102354,13861822,13564806,15610465,6510660,7446350,7785500,9606529,7376632,12072115,13651379,9689542,9781606,9568172,19857353,7618073,7224838,1095735,1800417,1239559,2417011,1949024,1785714,4926749,6119841,4637285,4173086,4444284,1443387,4897935,3693724,5188376,4644544,1630669,3132224,3643630,2170672,2356611,1506636,3277916,1633743,3915967,1761902,1557878,4886215,5493160,4158368,1778057,1901719,5312060,7896703,6661315,6843905,5130672,5864967,4885099,5276280,5176466,5112451,5076222,5903228,3813845,5884405,7755763,5349624,5612809,6079146,7343434,4723347,4369154,6106978,5928340,7469963,7840563,6036197,5486524,5195323,4973927,6388787,7075151
452.9403__173.04,3302898,959132,3076830,5526636,5170758,2323186,1106017,3791142,111214.4,3884028,1335006,4659739,4477647,4283947,3423403,2907312,3465115,4995401,2067444,4232010,3918967,2554240,111214.4,2123730,3625410,111214.4,2171291,2940349,2077903,4296910,3854797,111214.4,111214.4,111214.4,111214.4,111214.4,111214.4,111214.4,2429333,2630403,4368190,2431654,1914076,5708492,2396306,1703230,2615145,2038808,2188865,111214.4,3720839,1889581,3612360,1581521,3839251,3718062,1777945,1246259,1868893,4297904,4421925,2725398,4841214,3340793,111214.4,4568649,4482047,1179256,111214.4,3507150,3537511,4287812,3163946,4672780,3832816,2923057,4208267,2889660,111214.4,2768503,1083298,4153086,2764117,2252262,556072,2087420,2302021,2058869,1010051,2247915,3836365,777921,1511748,2919048
471.2372__192.6,1745380,2439685,550760,2097274,2953583,1117850,9860547,12577704,3194916,3367583,1894020,8729903,3478550,1480007,14872456,75620.8,6674594,3281373,13761556,4193599,5118460,40140209,6117045,29874844,29102781,1716928,27310380,16515546,33170977,2664377,75620.8,1711421,3575332,1571998,387888,2276392,34344421,41741292,5568746,34974704,378104,3357531,1506310,3532083,75620.8,7248226,9263913,6584577,20638338,1150600,7210519,20530901,4838172,3995747,16063617,2315208,9894630,5959396,8632712,2490803,6467305,2031584,413669,1473886,1731133,1410146,6479398,3784922,30978682,3300758,14406291,5774066,743111,1093994,997345,1778953,6473281,2929000,28679197,18191674,12111728,5311167,18727535,11732447,43990675,26491956,1735766,26658150,12919505,13019288,30303259,36373875,3261323,3962490
530.3257__490.35,20708960,17405044,14478311,18134541,14750812,20142354,11264624,11231491,11480694,20151603,27631359,19493965,9625552,17077351,16529535,13139737,14582002,13920981,11893174,17499220,15420771,17568623,15160102,13776134,17761074,11620737,23620779,18389940,21255147,17496243,21296686,23944495,19194084,11689629,11587326,17629318,13997523,10814743,25302780,17352082,8648769,9667068,15879845,13861312,6850351,10788438,12747983,9818561,21571302,17403471,11451365,14642303,16497532,16403761,14471927,19652637,13643607,21630245,16497731,21268215,24273123,12763878,21680632,31233352,21759628,10007608,10429633,15811988,15704956,17034541,14146643,14736682,12536033,11899798,12751229,23825967,9563473,22021333,13572231,32403778,11988417,15446784,14936136,21807531,16557324,13322673,11885776,20045176,16086942,14326437,20259480,11786532,9657678,20821600
471.243__220.28,1160393,118023,1931592,72889,556826,409157,395368,2461772,1324931,1463746,1927953,1578676,1187144,1289693,366491,1300338,1066363,1842201,120092,336725,1692794,4081382,1433107,964398,1071865,551078,133715,856280,1867237,608480,1088949,2252030,6907582,37872081,213251,77309,464133,11756.4,951007,1523870,1914622,406637,2207402,11756.4,481060,272515,1368933,631189,198171,659244,1701919,299202,58782,113914,334714,1012300,352599,399650,1376317,3559980,391946,1992889,817067,11756.4,442831,549476,1459198,327344,11756.4,290872,2093564,358426,152342,583571,180117,4462097,2135016,518852,778744,4990633,1012681,969159,1590238,709029,724476,328520,7675208,1516772,458213,1968684,11756.4,2869762,1547241,462794
471.243__225.12,5757904,292067,5694857,45912,1220235,917712,956889,7871039,4432330,4041047,13277025,4444076,2099878,2846006,847600,4040293,2763371,4857743,357842,785480,3131064,11621594,3850410,1907174,1544332,3619142,234623,2398423,4945453,1556958,7447843,10371790,31629885,306308644,598147,314110,1876339,339423,5170075,4806471,7504095,1631618,5646119,9182.4,834810,557157,9609161,2248282,863586,3215215,3373826,968564,319143,298470,776938,2169198,1078302,2431029,6543749,13197163,817290,9817614,1947050,9182.4,1769507,1757194,4391537,1112500,9182.4,737233,9488253,1437230,690241,1539345,573429,32157054,7936850,1410960,5863222,12258930,4120839,2145733,5688321,5051823,1822123,588877,35116053,3290085,2034757,7174269,9182.4,18065554,6852409,1026250
433.281__262.93,2038269,1645002,824327,1198789,1037233,1986574,761423,1197028,106543,1412978,1777293,1303422,3720052,2379101,1344772,2138890,1928114,2245607,275106,976929,859671,1199957,719943,1590943,2011359,1599455,1123720,1235740,3207245,1025772,901575,73521,212683,53680,1082663,136277,516286,126950,344089,233794,442691,402149,88241,333692,346024,445202,398775,418673,128055,463363,194657,169843,311655,723237,204372,52707,368178,148970,429456,438397,460920,153532,61083,564191,820481,821638,469510,225924,378923,657310,134922,110123,387709,540064,34492,490458,107504,832593,168191,586846,587551,682008,612364,400834,702605,403090,164590,735134,493295,65884,460167,107201,577750,320921
433.3326__892.49,5571701,8722555,4773130,5371291,5649597,7404204,5481637,5944541,3169318,8747008,5346792,8100071,5041372,7070577,3877012,3324464,9394500,4311268,6853043,9367421,9017270,16124278,4784398,7360201,9370148,3016942,7007688,5431961,7504161,6091642,5030459,6108310,7826885,7064218,6596457,4159316,4286977,3249099,6906722,6475353,7090358,5051418,5518032,10896741,5041354,6213171,3441162,5972234,9908911,4223855,4011577,4002720,4939660,5260647,4063357,6974366,3183563,4978558,6380216,7541554,3836712,7618220,7994855,6410186,7937667,8326446,6280334,5056422,4860169,6248381,9118893,3939731,6631232,6649907,3794062,12374208,4414540,13655234,7833357,7192507,3350306,3199416,8784114,7074049,3113275,3160628,3551118,5653281,6134970,4835581,3479296,5165863,6749449,7424887
471.2614__685.45,4129688,6400402,2266805,5142036,2499347,2129305,5376860,4836076,3302868,6465527,6575365,4336022,5172968,3352413,5701141,3100318,3170407,4044543,6543429,2591990,5077194,5798303,5998976,5840509,3905930,2410682,4468763,6172126,6082682,5353105,3837665,3262729,3061018,4075021,4122786,9427664,3307953,3379131,3523616,1885847,6670212,1649330,4770726,329866,7195292,4737879,4193901,6364160,5415546,7572484,6711337,5723273,5522586,2617629,5290078,3468403,3840610,4198274,4513542,5448569,4178444,3753713,4165305,3088702,3601108,3986713,5796112,1671714,2886214,2175476,2951240,3881395,3580980,3108084,2516199,5527015,4977382,4348631,3364740,7425932,2453153,5279461,329866,4366907,3466744,329866,4441848,4147648,7167291,5553272,7257310,5156099,6773436,4345739
453.1578__183.2,1302434,5266225,3008.6,2389519,3956208,2626580,2078222,1500035,1523305,3525422,1047483,1736512,1060328,2193100,1137563,2708258,2348654,1236932,1698454,760386,3008.6,1657715,1057719,1034979,1859959,2143929,1496165,687478,968520,2634049,1844738,15043,969934,1910081,2522988,1822301,3178230,727939,5393225,1438174,2552352,1129242,872203,2220577,3968322,1234980,79303,646061,2943161,2662973,1036599,2981689,3008.6,1154277,718005,897276,1671960,2016812,929603,3920474,1577809,3971088,2455214,3373375,1526115,1397402,3008.6,830920,1074147,911364,6170706,2269554,2343042,1500105,7525993,2649826,2243507,3008.6,2809514,1501992,4257320,925377,1894812,1873559,1817326,3605854,594116,1805725,839771,711299,1244426,970294,1066449,1759699
493.2314__162.35,2468797,2684375,1071395,1172376,1407626,2565931,995839,1231381,965117,1329948,2330838,1571449,4732628,2791241,1613322,2669706,2520659,2968725,935777,1014957,140049,1590133,704588,1634170,2249797,1829308,803820,867126,3843781,1027610,1081036,371244,436281,66790,173421,423925,312213,190880,73283,516190,575728,363028,539755,562050,451267,600877,313114,410150,189803,275495,333562,372056,241075,1237517,146722,279581,346022,214846,541359,522815,593767,23243,154493,10952,960311,927927,549103,457846,300930,575610,521198,664615,815552,808841,928816,113077,460097,795860,130832,3158,743594,776205,737403,324409,783200,411497,745409,787506,750151,589662,440858,408519,56641,778879
493.2314__173.58,575470,643798,412995,594994,254201,770915,1490087,957715,420036,1364722,785627,967418,256829,926486,1080379,1214625,380615,641980,490643,721554,1789138,662611,2088879,1369838,2097981,718939,3118025,2312269,1199204,1230475,970554,819332,729680,208456,640490,1428781,2933756,2130392,1081548,425614,366939,1387311,1459507,98126,1415886,1136641,597260,2946561,1733347,2190688,1585545,1545402,1486748,2385938,198930,788133,1408108,1804121,1082806,157032,1181904,203308,161386,1661809,592027,19625.2,1215434,1027578,4532996,637841,947887,1129253,435557,292605,927709,1160266,1447674,333966,4672056,2351326,562472,624146,2803120,1750334,3694343,939989,2782080,848024,796171,1624730,782641,3825984,3213040,316801
453.1665__173.58,1151557,1249353,2312191,3023853,2390461,1644057,1352198,3160611,340614,3097745,1695704,3925726,4250202,4609407,3187888,1835136,1316381,4164577,1295220,3635243,5692804,2445012,902320,5025516,6284309,601135,4106429,5265622,2198582,4389729,4032461,2607515,4919412,1565612,183403,1528947,1173586,1907251,4695240,2526255,3129065,2579675,2774518,2538470,5144854,2463067,3264530,1416016,3507651,6638355,6066800,5170507,4213341,4149976,5590255,3358729,2762459,2681498,2953515,3809629,3160963,2768610,4081019,5229114,534305,1396985,4942100,1680065,187903,2266807,3039170,1505838,2256370,2704092,3300398,5868834,5449996,3059720,1687636,8219020,1574822,2495156,2192188,3215510,1971556,1892132,4588392,2891341,779323,2856046,4240074,2393857,3458799,3010575
414.2042__207.38,6388902,10211856,4687730,6027536,4618622,11150069,6750496,6693200,4685433,6963888,7822392,6062313,21097092,12471293,7325414,11124236,11144799,12924366,4813919,4656117,4737683,6271002,4936474,9388265,11110074,7311210,6169949,6385862,16631456,5168661,3082513,572796,2279791,2089777,1636135,922190,1530982,754574,1314250,2016204,201960,1722685,421657,1308842,2347531,2230710,2673482,600310,1063347,1108188,738605,966217,647954,845827,158109,588065,1551264,1707960,2449318,211456,2106343,1964946,1205908,107160,3820738,3064399,3445568,1617034,1541430,2086860,367247,2545744,2580047,2646558,1255330,1660899,2423636,3034465,1573315,2607296,2756010,4664431,2408616,1993354,3332574,2312739,4433434,3334954,2205707,3275291,2189935,2287396,2148315,2135172
434.1765__853.45,3619098,2810094,1614350,2293427,2372033,3013517,1641860,2858763,1976757,2743660,2880170,2380821,297547,2121073,1865857,297547,2204843,1854505,1839003,2933454,2821424,3028746,2996130,1867325,2820751,1607316,3461731,3008044,2531675,2085091,3473142,5672245,3744849,3044195,2892580,3294201,2278368,1871909,2910703,1814508,1584034,1662550,3235452,1973260,1743894,2238574,2591709,2234084,3040325,3819064,1670883,1825567,2715044,2415515,3321311,3610572,2867085,4020107,2308899,2831349,2795036,2005663,3001879,3205649,3816261,2663078,1723903,2385764,2665282,3190440,2345781,2399256,1956094,1992581,1678823,3371003,1487735,2992224,1900936,3924888,2046992,3227389,2115879,3147193,2251232,2198880,1747756,2626686,2305373,2483152,3280899,2116258,1592832,3133724
510.2375__476.71,4710002,5275119,4115054,4579833,5752471,5100854,6697961,8000450,6178288,5923347,5280203,7349183,6465559,5495975,8634550,5878911,6002410,6191633,7486732,5988251,5892696,11600149,7395013,9586373,10637180,5896191,7988561,10236026,13002892,4802081,6585906,6990755,5053352,5072061,4896686,6163203,12082081,11041056,5181095,11524094,4326982,4905921,4867342,7192108,7381442,6783001,7098195,11523531,7578771,8889996,7191622,9613822,5837544,7131348,6479939,4665658,6111533,8597606,7485870,5885776,6339492,5059796,4443712,6009252,5655043,5816370,6040614,6064071,12228378,4953238,7327572,5883899,4719100,5257193,5401582,5066521,5924130,5530594,9010265,7571205,7249475,6922322,15633785,7043382,13747385,10612599,6016085,9193846,8108127,6198759,9809851,11617880,6293053,5862379
